Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
870,wesley fofana,fr FRA,DF,Chelsea,eng Premier League,24,2000,12,12,1015,11.3,0,0,0,0,0,0,6,0,0.4,0.4,0.4,0.8,14,25,4,0.0,0.07,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,0,2,0,0.18,0.0,0.0,0,0,0,0.4,0.4,-0.4,-0.4,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,630,703,89.6,10682,2949,0,0.4,0.2,-0.4,5,44,1,0,25,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,703,666,36,21,0,0,1,14,0,0,0,0,630,1,4,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.0,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,13,12,6,7,0,14,42.9,8,14,9,5,12,25,49,2,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,821,76,341,451,43,9,821,13,7,53.8,3,23.1,502,2681,1353,14,10,1,15,4,581,4,1087,fr FRA,DF,eng Premier League,24-069,2000,12,1015,85,43.4,11.3,12,10,0,0,2.08,24,12,12,1.06,1.06,21.4,14.8,6.6,0.59,870,fr FRA,DF,eng Premier League,24-069,2000,11.3,6,0,0,19,15,0,1,12,12,0,0,0,49,23,10,69.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000000
871,yahia fofana,ci CIV,GK,Angers,fr Ligue 1,24,2000,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,471,689,68.4,13660,9771,0,0.0,0.0,0.0,0,6,0,0,0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,689,440,247,62,0,0,0,0,0,0,0,0,471,2,0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,2,0.09,1,1,0,0,0,0,0,0.0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,0,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,755,672,753,2,0,0,755,1,1,100.0,0,0.0,378,2161,1429,0,0,0,0,0,250,0,1088,ci CIV,GK,fr Ligue 1,24-187,2000,23,2070,90,100.0,23.0,23,23,0,0,1.17,26,34,-8,-0.35,-0.07699115044247787,28.8,35.1,-6.3,-0.28,871,ci CIV,GK,fr Ligue 1,24-187,2000,23.0,3,0,0,0,7,0,0,1,0,0,0,0,25,4,1,80.0,43.0,ci CIV,GK,fr Ligue 1,24-187,2000.0,23.0,23.0,2070.0,23.0,34.0,1.48,128.0,94.0,75.0,7.0,6.0,10.0,5.0,21.7,3.0,2.0,0.0,1.0,43.0,ci CIV,GK,fr Ligue 1,24-187,2000.0,23.0,34.0,2.0,0.0,5.0,0.0,42.1,0.32,8.1,0.35,100.0,298.0,33.6,502.0,124.0,38.8,35.6,360.0,32.0,8.9,15.0,0.65,10.4,4500.0,4500000
872,youssouf fofana,fr FRA,MF,Milan,it Serie A,26,1999,23,21,1783,19.8,1,4,5,1,0,0,5,0,1.0,1.0,2.1,3.1,32,135,23,0.25,0.16,872,fr FRA,MF,it Serie A,26-045,1999,19.8,1,27,5,1.36,0.25,0.2,0,0,0,1.0,1.0,0.0,0.0,872,fr FRA,MF,it Serie A,26-045,1999,19.8,918,1055,87.0,15914,5250,4,2.1,1.5,1.9,14,111,15,0,135,872,fr FRA,MF,it Serie A,26-045,1999,19.8,1055,1019,34,32,7,5,6,2,0,0,0,0,918,2,6,872,fr FRA,MF,it Serie A,26-045,1999,19.8,41,2.07,38,0,0,0,0,3,4,0.2,872,fr FRA,MF,it Serie A,26-045,1999,19.8,40,26,11,26,3,36,52.8,17,19,4,15,15,55,17,2,872,fr FRA,MF,it Serie A,26-045,1999,19.8,1204,26,220,819,183,12,1204,24,11,45.8,13,54.2,742,4431,2431,32,37,3,22,14,910,23,1089,fr FRA,MF,it Serie A,26-045,1999,23,1783,78,79.2,19.8,21,14,2,0,1.7,27,20,7,0.35,-0.42,30.8,18.1,12.6,0.64,872,fr FRA,MF,it Serie A,26-045,1999,19.8,5,0,0,16,16,0,6,15,26,0,0,0,90,10,16,38.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000000
874,michael folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,27,1998,7,5,482,5.4,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.3,8,18,22,0.0,0.24,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,0,5,2,0.93,0.37,0.0,0,0,0,0.7,0.7,-0.7,-0.7,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,127,171,74.3,1935,487,0,0.6,0.5,-0.6,3,11,5,2,18,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,171,159,11,7,0,0,14,3,1,1,0,0,127,1,6,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,9,1.68,6,0,1,1,1,0,0,0.0,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,12,9,3,5,4,14,35.7,9,6,1,5,3,15,6,0,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,230,4,33,123,78,10,230,14,7,50.0,4,28.6,135,725,319,8,4,3,8,8,151,22,1091,it ITA,"FW,MF",it Serie A,27-017,1998,7,482,69,20.6,5.4,5,3,2,0,1.0,6,4,2,0.37,-0.16,5.7,5.0,0.7,0.13,874,it ITA,"FW,MF",it Serie A,27-017,1998,5.4,4,0,0,10,20,0,14,3,9,0,0,0,20,11,11,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
875,michael folorunsho,it ITA,"FW,MF",Napoli,it Serie A,27,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.27,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,0,1,0,2.57,0.0,0.29,0,0,0,0.1,0.1,-0.1,-0.1,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,10,14,71.4,134,39,0,0.0,0.0,0.0,0,0,0,0,0,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,0,0.0,0,0,0,0,0,0,0,0.0,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,3,2,0,3,0,4,50.0,2,0,0,0,1,4,1,1,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,26,0,3,17,7,1,26,3,0,0.0,3,100.0,6,57,10,0,0,0,2,0,13,2,1092,it ITA,"FW,MF",it Serie A,27-017,1998,6,35,6,1.5,0.4,0,0,6,5,2.17,0,0,0,0.0,-0.82,0.3,0.2,0.1,0.34,875,it ITA,"FW,MF",it Serie A,27-017,1998,0.4,0,0,0,2,1,0,0,1,2,0,0,0,2,2,2,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
876,lamine fomba,fr FRA,MF,Saint-Ãtienne,fr Ligue 1,27,1998,6,3,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,17,5,0.0,0.14,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,0,1,0,0.43,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,118,141,83.7,1963,594,0,0.3,0.1,-0.3,1,13,2,0,17,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,141,140,1,1,1,2,0,0,0,0,0,0,118,0,4,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,4,1.73,3,0,0,0,0,1,0,0.0,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,8,6,2,5,1,7,28.6,5,7,1,6,4,12,5,1,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,176,6,29,115,34,2,176,3,2,66.7,1,33.3,110,698,291,5,5,0,6,2,130,5,1093,fr FRA,MF,fr Ligue 1,27-029,1998,6,208,35,10.0,2.3,3,0,3,16,0.33,1,4,-3,-1.3,0.01,1.7,4.2,-2.5,-1.08,876,fr FRA,MF,fr Ligue 1,27-029,1998,2.3,1,0,0,11,2,0,0,4,6,0,1,0,13,3,6,33.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000000
877,carlos forbs,pt POR,"MF,FW",Wolves,eng Premier League,20,2004,9,1,237,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,9,8,28,0.0,0.07,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,0,2,0,0.76,0.0,0.2,0,0,0,0.1,0.1,-0.1,-0.1,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,56,87,64.4,739,228,0,0.0,0.1,0.0,1,2,3,1,8,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,87,85,2,0,0,0,9,2,0,0,0,0,56,0,9,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,5,1.91,3,0,2,0,0,0,1,0.38,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,8,5,5,2,1,5,80.0,1,3,0,3,1,9,2,1,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,117,3,20,38,60,13,117,12,7,58.3,5,41.7,72,435,297,9,3,8,7,4,82,28,1095,pt POR,"MF,FW",eng Premier League,20-342,2004,9,237,26,10.1,2.6,1,0,8,13,0.56,7,9,-2,-0.76,-0.07,3.0,8.3,-5.4,-2.04,877,pt POR,"MF,FW",eng Premier League,20-342,2004,2.6,2,0,0,2,1,0,9,1,5,0,0,0,11,1,3,25.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000000
878,pablo fornals,es ESP,"MF,FW",Betis,es La Liga,29,1996,15,12,1047,11.6,1,0,1,1,0,0,2,0,1.4,1.4,2.1,3.4,16,85,60,0.09,0.29,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,1,16,3,1.38,0.26,0.33,0,0,0,1.4,1.4,-0.4,-0.4,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,435,569,76.4,7216,2719,0,2.1,2.3,-2.1,24,51,27,8,85,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,569,523,44,13,7,7,46,8,23,7,6,0,435,2,16,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,59,5.07,50,5,2,2,0,0,5,0.43,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,11,7,5,5,1,15,26.7,11,18,0,18,14,25,9,1,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,677,5,78,328,276,24,677,18,5,27.8,13,72.2,370,1444,671,16,19,4,13,10,446,60,1096,es ESP,"MF,FW",es La Liga,29-002,1996,15,1047,70,46.5,11.6,12,4,3,0,1.4,13,9,4,0.34,0.64,17.7,14.4,3.3,0.29,878,es ESP,"MF,FW",es La Liga,29-002,1996,11.6,2,0,0,9,7,1,46,14,7,0,0,0,55,15,11,57.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000000
879,omari forson,eng ENG,"MF,FW",Monza,it Serie A,20,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,5,0.0,0.03,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,0,1,0,1.25,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,34,43,79.1,500,97,0,0.0,0.1,0.0,0,3,2,0,3,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,43,42,1,0,0,0,4,1,0,0,0,0,34,0,2,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,0,0.0,0,0,0,0,0,0,0,0.0,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,2,2,1,1,0,2,50.0,1,2,0,2,0,2,0,0,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,53,0,5,22,26,0,53,4,3,75.0,1,25.0,36,284,112,3,5,0,4,1,40,5,1097,eng ENG,"MF,FW",it Serie A,20-219,2004,5,72,14,3.2,0.8,0,0,5,16,0.0,0,2,-2,-2.5,-1.84,0.4,0.8,-0.5,-0.6,879,eng ENG,"MF,FW",it Serie A,20-219,2004,0.8,0,0,0,1,0,1,4,0,2,0,0,0,4,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000000
880,fraser forster,eng ENG,GK,Tottenham,eng Premier League,36,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,168,198,84.8,3349,2105,0,0.0,0.0,0.0,0,1,0,0,0,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,0,0.0,0,0,0,0,0,0,0,0.0,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0,1098,eng ENG,GK,eng Premier League,36-344,1988,7,630,90,26.9,7.0,7,7,0,11,0.71,14,15,-1,-0.14,-0.98,11.1,16.0,-4.9,-0.7,880,eng ENG,GK,eng Premier League,36-344,1988,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,44.0,eng ENG,GK,eng Premier League,36-344,1988.0,7.0,7.0,630.0,7.0,15.0,2.14,42.0,27.0,69.0,1.0,2.0,4.0,1.0,14.3,2.0,2.0,0.0,0.0,44.0,eng ENG,GK,eng Premier League,36-344,1988.0,7.0,15.0,2.0,0.0,1.0,0.0,16.5,0.36,1.5,0.21,11.0,31.0,35.5,141.0,30.0,21.3,27.2,81.0,4.0,4.9,3.0,0.43,11.1,1200.0,1200000
882,dimitri foulquier,fr FRA,DF,Valencia,es La Liga,31,1993,23,16,1522,16.9,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.7,31,58,47,0.0,0.04,882,fr FRA,DF,es La Liga,31-338,1993,16.9,0,10,2,0.59,0.12,0.0,0,0,0,0.4,0.4,-0.4,-0.4,882,fr FRA,DF,es La Liga,31-338,1993,16.9,633,830,76.3,9929,3670,0,0.3,0.7,-0.3,4,53,8,3,58,882,fr FRA,DF,es La Liga,31-338,1993,16.9,830,641,184,25,0,2,43,159,0,0,0,0,633,5,34,882,fr FRA,DF,es La Liga,31-338,1993,16.9,22,1.3,14,3,1,3,0,1,3,0.18,882,fr FRA,DF,es La Liga,31-338,1993,16.9,32,22,20,9,3,27,66.7,9,15,3,12,9,41,53,1,882,fr FRA,DF,es La Liga,31-338,1993,16.9,1004,40,280,522,208,16,1004,25,5,20.0,14,56.0,470,2552,1416,31,23,2,19,13,576,47,1102,fr FRA,DF,es La Liga,31-338,1993,23,1522,66,67.6,16.9,16,12,7,0,0.87,16,31,-15,-0.89,-0.76,17.7,28.4,-10.7,-0.63,882,fr FRA,DF,es La Liga,31-338,1993,16.9,4,0,0,21,19,0,43,9,22,0,0,0,63,9,9,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000000
883,juan foyth,ar ARG,DF,Villarreal,es La Liga,27,1998,8,6,542,6.0,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,8,19,0,0.0,0.14,883,ar ARG,DF,es La Liga,27-043,1998,6.0,0,3,2,0.5,0.33,0.0,0,0,0,0.7,0.7,-0.7,-0.7,883,ar ARG,DF,es La Liga,27-043,1998,6.0,284,329,86.3,5072,2047,0,0.1,0.5,-0.1,2,8,2,0,19,883,ar ARG,DF,es La Liga,27-043,1998,6.0,329,291,38,16,0,0,1,18,0,0,0,0,284,0,2,883,ar ARG,DF,es La Liga,27-043,1998,6.0,5,0.83,5,0,0,0,0,0,0,0.0,883,ar ARG,DF,es La Liga,27-043,1998,6.0,10,7,6,4,0,7,57.1,3,9,3,6,10,20,46,1,883,ar ARG,DF,es La Liga,27-043,1998,6.0,412,55,211,178,27,4,412,2,1,50.0,1,50.0,184,1166,802,8,4,0,3,0,236,0,1103,ar ARG,DF,es La Liga,27-043,1998,8,542,68,24.1,6.0,6,5,2,1,2.13,15,4,11,1.83,1.72,11.3,5.4,5.9,0.98,883,ar ARG,DF,es La Liga,27-043,1998,6.0,2,0,0,5,2,0,1,10,7,0,0,0,13,18,10,64.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,7500000
886,enric franquesa,es ESP,"DF,FW",LeganÃ©s,es La Liga,27,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,12,30,0.15,0.06,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,1,3,1,0.44,0.15,1.0,0,0,0,0.3,0.3,0.7,0.7,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,158,225,70.2,2513,1004,0,0.1,0.1,-0.1,2,5,2,2,12,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,6,0.88,4,0,0,1,0,1,0,0.0,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,17,9,9,6,2,13,69.2,4,7,1,6,5,22,12,0,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30,1108,es ESP,"DF,FW",es La Liga,27-364,1997,12,616,51,27.4,6.8,7,4,5,1,1.08,9,10,-1,-0.15,0.68,5.2,10.1,-4.9,-0.71,886,es ESP,"DF,FW",es La Liga,27-364,1997,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500000
887,ryan fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.0,0.04,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,0,1,1,0.29,0.29,0.0,0,0,0,0.0,0.0,0.0,0.0,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,77,103,74.8,1121,208,0,0.1,0.1,-0.1,2,3,1,0,8,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.0,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,6,2,2,4,0,6,66.7,2,1,1,0,1,7,9,0,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18,1109,sct SCO,"FW,DF",eng Premier League,31-000,1994,8,306,38,13.1,3.4,4,0,4,5,0.25,4,10,-6,-1.76,-0.17,5.6,10.2,-4.6,-1.35,887,sct SCO,"FW,DF",eng Premier League,31-000,1994,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000000
